[utils.popup_util][modal_closer][INFO] Attempt 1/5 to find[automation.config][run_script][DEBUG] Checking script existence: C:\Users\kanur\OneDrive\문서\GitHub\aaa\scripts\navigation.js
[automation.config][navigation][DEBUG] Waiting for mix ratio page grid with selecto[automation.workflow][navi[login.login_bgf][login][INFO] Login form elements are ready.
[login.login_bgf][login][INFO] Login script executed
[login.login_bgf][login][DEBUG] [검증] 비밀번호 필드 값: 1113
[login.login_bgf][login][INFO] Login succeeded
[login.login_bgf][login][INFO] Closed 5 popups after login.
[login.login_bgf][login][INFO] Login form elements are ready.
[login.login_bgf][login][INFO] Login script executed
[login.login_bgf][login][DEBUG] [검증] 비밀번호 필드 값: 1113
[login.login_bgf][login][INFO] Login succeeded
ody'][id*='cell_'][id$='_0:text']
[automation.config][navigation][DEBUG] Mix ratio page grid found.
[automation.config][run_script][DEBUG] Checking script existence: C:\Users\kanur\OneDrive\문서\GitHub\aaa\scripts\nexacro_automation_library.js
[automation.config][driver][DEBUG] Chrome driver created
til][modal_closer][INFO] Attempt 2/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Attempt 3/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Attempt 4/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Attempt 5/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Finished popup closing process. Total closed: 5
[utils.popup_util][modal_closer][INFO] Attempt 1/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Attempt 2/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Attempt 3/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Attempt 4/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
[utils.popup_util][modal_closer][INFO] Attempt 5/5 to find and close popups.
[utils.popup_util][modal_closer][INFO] Successfully simulated click on a popup close element.
work.js 0:702332 "접속주소 : https://store.bgfretail.com/"', 'source': 'console-api', 'timestamp': 1753185920627}
[automation.workflow][browser_log][INFO] {'level': 'DEBUG', 'message': 'https://store.bgfretail.com/websrc/deploy/index.html - [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq)', 'source': 'other', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "*********** 트랜잭션 호출 전 svcID : selInitPwdCheck (strServiceUrl :svc::login/selInitPwdCheck) (20250722210520)"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "*********** 트랜잭션 호출 전 httptimeout : 60"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "----------- 에러 코드 1 : 0"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "----------- 에러 코드 2 : "', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "----------- 서비스 ID  : selInitPwdCheck|fn_callback|true|2025-07-22 21:05:20 967|1753185920967|11e6e3362d514c7a96035d0749e0dffb"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "*********** 트랜잭션 호출 후 httptimeout : 60"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "*********** 트랜잭션 호출 전 svcID : login (strServiceUrl :svc::login/login) (20250722210521)"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "*********** 트랜잭션 호출 전 httptimeout : 60"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "----------- 에러 코드 1 : 0"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "----------- 에러 코드 2 : "', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "----------- 서비스 ID  : login|_gfn_loginCallback|true|2025-07-22 21:05:21 15|1753185921015|8f0b54e31307471aa0579703d9755cb7"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "*********** 트랜잭션 호출 후 httptimeout : 60"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "nxApp.GV_POSPARAM3:"', 'source': 'console-api', 'timestamp': 1753185921681}
[automation.workflow][browser_log][INFO] {'level': 'INFO', 'message': 'https://store.bgfretail.com/websrc/deploy/nexacro17lib/framework/Framework.js 0:702332 "=========fsms_Main_SC"', 'source': 'console-api', 'timestamp': 1753185921681}
